id,host_is_superhost,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
34483633,t,22.27678,114.18708,Apartment,Entire home/apt,7,1,2,3,Real Bed,13,10,98,10,10,10,10,10,10,1.03
34484893,f,22.28473,114.15487,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,3,93,9,9,9,8,10,9,0.25
34485335,f,22.31718,114.1718,Apartment,Entire home/apt,2,1,0,1,Real Bed,1,1,100,10,8,10,10,10,10,0.08
34492575,f,22.27756,114.18376,House,Entire home/apt,3,1,1,1,Real Bed,10,8,96,9,9,10,9,10,10,0.79
34503620,t,22.5332,114.08713,Condominium,Entire home/apt,2,1,1,1,Real Bed,41,26,100,10,10,10,10,10,10,3.04
34513863,f,22.30276,114.1844,Apartment,Entire home/apt,2,2,2,2,Real Bed,1,1,60,6,4,6,6,8,6,0.09
34514818,t,22.20493,114.03627,House,Entire home/apt,8,4.5,4,6,Real Bed,18,18,99,10,10,10,10,9,9,1.5
34522234,f,22.30896,114.16904,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,2,100,10,10,10,10,10,10,0.18
34531404,f,22.27855,114.17061,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,2,90,9,9,9,9,9,9,0.18
34533640,f,22.30747,114.16706,Apartment,Entire home/apt,2,1,1,1,Real Bed,24,21,90,10,9,10,10,10,9,1.81
34545626,f,22.31765,114.17357,Apartment,Entire home/apt,8,1,2,3,Real Bed,3,2,100,10,9,10,10,10,10,0.24
34546493,t,22.22951,114.2506,Cottage,Entire home/apt,2,1,0,2,Real Bed,10,8,96,10,10,10,10,10,9,0.76
34547121,f,22.30746,114.16708,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,14,89,10,8,10,10,10,9,1.21
34547813,f,22.30745,114.16705,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,10,87,9,9,9,10,9,9,1.15
34549516,f,22.29803,114.17217,Apartment,Private room,2,1,0,1,Real Bed,2,2,100,10,8,8,10,10,8,0.18
34565556,f,22.20242,114.03151,Apartment,Private room,2,1,1,1,Real Bed,1,1,100,10,10,10,10,10,8,0.09
34569477,f,22.27775,114.22614,Apartment,Entire home/apt,5,1,2,1,Real Bed,2,1,100,10,9,10,10,10,9,0.16
34576109,f,22.29358,114.17113,Guesthouse,Private room,2,1,1,1,Real Bed,1,1,20,2,4,4,4,2,2,0.08
34576432,f,22.31088,114.17015,Hostel,Hotel room,1,1,1,1,Real Bed,3,3,87,9,9,10,9,10,10,0.25
34593161,f,22.32118,114.15734,Condominium,Entire home/apt,6,1.5,2,1,Real Bed,1,0,100,10,8,10,10,10,10,0.08
34598153,f,22.30354,114.18734,Condominium,Private room,2,1,1,2,Real Bed,1,1,100,10,8,10,10,10,10,0.1
34601138,t,22.30845,114.16467,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,0,100,9,10,10,9,10,10,0.23
34606266,f,22.30227,114.1734,Apartment,Entire home/apt,5,1,2,3,Real Bed,1,1,100,10,10,10,10,10,8,0.09
34609567,f,22.28218,114.15322,Apartment,Private room,1,1,2,1,Real Bed,9,5,87,9,9,9,10,10,9,0.71
34617910,f,22.27937,114.19337,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,3,100,10,10,10,10,10,10,0.52
34637233,f,22.28554,114.14277,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,2,2,60,7,6,9,6,9,6,0.18
34639683,t,22.20863,114.0297,Apartment,Entire home/apt,4,1,1,1,Real Bed,72,66,99,10,9,10,10,10,10,5.55
34643486,f,22.29685,114.17394,Apartment,Private room,16,1,1,1,Real Bed,1,1,20,2,2,6,2,6,2,0.08
34655377,f,22.27501,114.16863,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.08
34657101,f,22.31088,114.17015,Hostel,Hotel room,1,1,1,1,Real Bed,1,1,60,6,6,10,10,10,8,0.52
34657184,f,22.31088,114.17015,Hostel,Private room,2,1,1,1,Real Bed,6,4,80,8,8,9,6,9,7,0.45
34657577,t,22.27734,114.17768,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,10,98,10,10,10,10,10,9,1.02
34678071,f,22.2956,114.17349,Apartment,Private room,16,1,1,1,Real Bed,1,0,80,10,8,10,10,10,10,0.08
34679685,f,22.29714,114.17233,Apartment,Private room,16,1,1,1,Real Bed,1,0,20,2,2,2,2,2,2,0.08
34697354,f,22.29644,114.17361,Casa particular (Cuba),Private room,2,1,1,1,Real Bed,2,0,100,9,10,8,9,10,10,0.16
34702234,f,22.2845,114.14076,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,2,90,10,7,10,9,9,10,0.17
34717875,t,22.28446,114.13943,Apartment,Private room,2,1,1,1,Real Bed,1,1,100,10,10,10,10,10,10,0.13
34721884,f,22.29731,114.17337,Condominium,Private room,2,1,1,2,Real Bed,1,0,100,8,8,8,10,10,10,0.08
34724561,f,22.30441,114.00957,Apartment,Entire home/apt,4,1,2,2,Real Bed,2,2,100,10,10,10,10,10,10,0.17
34735140,t,22.32318,114.16858,Apartment,Private room,2,1,1,1,Real Bed,5,4,100,10,10,10,10,10,10,0.41
34735679,t,22.3182,114.18042,Apartment,Private room,1,1,1,1,Real Bed,1,0,100,10,8,10,10,10,10,0.08
34736751,f,22.28526,114.13258,Apartment,Private room,2,2,1,1,Real Bed,1,1,40,6,6,2,6,8,4,0.08
34741082,f,22.3093,114.17034,Guesthouse,Shared room,1,2.5,1,3,Real Bed,2,1,90,9,9,10,9,8,8,0.16
34741503,f,22.30874,114.17101,Guesthouse,Shared room,1,2.5,1,3,Real Bed,1,1,100,10,10,10,10,10,10,0.14
34754776,f,22.29215,114.20034,Apartment,Private room,3,1.5,1,3,Real Bed,1,1,100,10,10,10,10,10,10,0.08
34756166,f,22.2901,114.19782,Apartment,Private room,2,1,1,2,Real Bed,3,1,80,10,7,10,10,10,8,0.24
34756762,f,22.28974,114.19806,Apartment,Private room,2,1,1,2,Real Bed,1,0,80,10,8,10,10,10,10,0.08
34757696,f,22.30831,114.16514,Apartment,Entire home/apt,4,1,0,2,Real Bed,28,26,94,10,9,10,10,10,9,2.24
34758606,f,22.30762,114.16472,Apartment,Entire home/apt,4,1,0,2,Real Bed,41,39,96,10,9,10,10,10,10,3.28
34759673,f,22.30805,114.16436,Apartment,Entire home/apt,2,1,0,1,Real Bed,43,39,98,10,10,10,10,10,10,3.41
34759790,f,22.29615,114.17491,Hotel,Hotel room,2,1,0,1,Real Bed,1,1,100,10,10,10,10,8,10,0.45
34759803,f,22.28251,114.15115,Apartment,Entire home/apt,3,1,2,2,Real Bed,3,2,100,10,6,10,8,10,10,0.24
34759970,f,22.3066,114.16659,Apartment,Entire home/apt,2,1,0,1,Real Bed,27,23,95,10,9,10,10,9,9,2.14
34767136,f,22.31809,114.16709,Condominium,Private room,4,1,2,1,Real Bed,1,1,100,10,10,10,10,8,10,0.08
34768999,f,22.3083,114.16657,Condominium,Entire home/apt,2,1,2,2,Real Bed,42,30,94,10,9,9,10,10,10,3.17
34791318,t,22.31506,114.16975,Apartment,Entire home/apt,6,1,2,6,Real Bed,19,16,99,10,10,10,10,10,9,1.49
34823155,t,22.27796,114.18367,Apartment,Entire home/apt,2,1,0,1,Real Bed,13,13,97,10,10,10,10,10,10,1.07
34829498,f,22.32724,114.16106,Loft,Shared room,1,2,1,1,Real Bed,11,7,95,10,10,10,10,9,9,0.84
34831728,f,22.3278,114.16167,Loft,Shared room,1,2,1,1,Real Bed,7,6,93,10,9,10,10,10,10,0.53
34832902,f,22.53437,114.12017,House,Private room,2,1,1,1,Real Bed,1,0,80,6,8,8,8,8,6,0.08
34833200,t,22.26888,114.18391,Condominium,Entire home/apt,1,1,1,1,Real Bed,11,8,96,9,9,10,10,10,10,0.85
34833922,f,22.32735,114.16343,Apartment,Private room,1,2,1,1,Real Bed,6,4,100,10,10,10,10,10,10,0.49
34850506,f,22.32573,114.18866,Apartment,Entire home/apt,3,1,1,2,Real Bed,4,4,95,9,9,8,10,9,10,0.37
34850713,f,22.28858,114.15076,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,1,100,10,6,8,10,10,10,0.08
34853002,f,22.30727,114.16677,Hostel,Hotel room,1,2,1,1,Real Bed,2,1,80,10,9,10,9,9,10,0.15
34854171,t,22.27812,114.18211,Apartment,Entire home/apt,2,1,0,1,Real Bed,14,14,90,9,10,9,9,9,8,1.17
34868123,t,22.27082,114.18411,Apartment,Entire home/apt,5,1,2,1,Real Bed,11,8,100,10,10,10,10,10,10,0.88
34872189,f,22.30643,114.16655,Hostel,Hotel room,1,2,1,1,Real Bed,2,0,100,10,10,10,10,10,10,0.15
34878157,t,22.30679,114.16659,Boutique hotel,Private room,2,1,1,1,Real Bed,5,5,88,9,8,10,10,9,8,0.45
34878164,f,22.35522,114.24305,House,Private room,1,1,1,0,Real Bed,1,1,100,10,10,10,10,6,8,0.42
34886926,f,22.28036,114.15231,Apartment,Private room,1,1,1,1,Real Bed,1,1,100,10,10,8,10,10,10,0.18
34888026,f,22.29698,114.17046,Apartment,Private room,1,3,1,2,Real Bed,1,1,100,10,10,10,10,10,10,0.13
34888204,f,22.33117,114.16586,Apartment,Private room,1,1,1,1,Real Bed,4,4,85,10,8,10,10,10,9,0.4
34890585,f,22.26146,114.18965,Guesthouse,Private room,2,1,1,1,Real Bed,1,1,80,6,8,8,8,8,10,1
34907228,f,22.30331,114.16937,Apartment,Entire home/apt,6,1,2,2,Real Bed,1,1,100,10,10,10,10,10,10,0.08
34907549,f,22.30576,114.17059,Apartment,Entire home/apt,4,1,1,1,Real Bed,3,3,73,7,7,5,5,7,6,0.25
34912428,f,22.29729,114.17479,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,2,93,10,8,10,9,10,9,0.25
34913035,f,22.2871,114.15033,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,11,97,10,10,10,10,10,10,0.96
34956598,f,22.28859,114.14517,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,11,11,87,9,9,9,9,9,9,0.93
34964007,f,22.32035,114.1696,Apartment,Private room,2,1,1,2,Real Bed,2,1,90,9,9,9,10,9,10,0.16
34971533,t,22.31399,114.16884,Apartment,Entire home/apt,4,1,1,2,Real Bed,44,40,99,10,10,10,10,10,10,3.5
34982974,f,22.3173,114.17079,Apartment,Entire home/apt,6,1,3,3,Real Bed,4,3,73,7,8,7,6,10,8,0.32
34983241,f,22.32379,114.16753,Apartment,Entire home/apt,6,1,4,6,Real Bed,3,2,80,7,5,9,7,9,8,0.24
34983426,f,22.31717,114.16677,Apartment,Entire home/apt,4,1,3,3,Real Bed,1,1,60,8,8,8,6,10,8,0.09
34989071,f,22.2795,114.18452,Apartment,Private room,2,1,0,1,Real Bed,2,0,70,8,8,10,8,10,9,0.16
35008770,t,22.20396,114.02745,Apartment,Entire home/apt,4,1,1,3,Real Bed,12,11,93,10,10,10,9,10,9,0.96
35017626,f,22.2955,114.173,Boutique hotel,Hotel room,2,1,1,2,Real Bed,1,1,20,2,4,2,2,8,2,0.21
35018541,f,22.29752,114.17381,Boutique hotel,Hotel room,2,1,1,2,Real Bed,1,1,100,8,10,10,10,10,10,0.12
35018917,f,22.29747,114.17181,Boutique hotel,Hotel room,2,1,1,2,Real Bed,1,1,100,10,10,10,10,10,10,0.12
35019189,f,22.29662,114.1721,Boutique hotel,Hotel room,2,1,1,1,Real Bed,2,2,100,10,10,9,9,10,10,0.25
35019789,f,22.29729,114.17319,Boutique hotel,Hotel room,2,1,1,1,Real Bed,7,7,83,9,9,9,9,9,9,0.59
35019892,f,22.53415,114.12249,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,3,2,67,9,9,9,9,9,8,0.23
35019971,f,22.29658,114.17195,Boutique hotel,Hotel room,2,1,1,1,Real Bed,1,1,20,4,2,6,8,6,2,1
35020307,f,22.29716,114.17257,Boutique hotel,Hotel room,2,1,1,1,Real Bed,1,1,100,10,10,10,10,10,10,0.12
35020519,f,22.29747,114.17219,Boutique hotel,Hotel room,2,1,1,1,Real Bed,2,2,70,8,10,8,7,9,9,0.25
35020699,f,22.29528,114.17342,Boutique hotel,Hotel room,2,1,1,1,Real Bed,1,1,100,10,10,2,6,10,10,0.22
35020925,f,22.29555,114.17315,Boutique hotel,Hotel room,2,1,1,1,Real Bed,1,1,100,8,10,10,10,10,10,0.16
35021297,f,22.29663,114.17323,Boutique hotel,Hotel room,2,1,1,1,Real Bed,8,7,74,7,8,9,8,9,9,0.63
35021428,f,22.29687,114.17211,Boutique hotel,Hotel room,2,1,1,1,Real Bed,6,6,83,7,7,9,8,9,10,0.73
35021521,f,22.28548,114.04042,Apartment,Entire home/apt,3,1,0,2,Real Bed,2,1,100,10,9,10,10,10,9,0.16
35021570,f,22.29661,114.17246,Boutique hotel,Hotel room,2,1,1,1,Real Bed,17,15,84,8,9,9,9,10,9,1.32
35021727,f,22.29732,114.17337,Boutique hotel,Hotel room,2,1,1,1,Real Bed,4,4,95,10,10,9,10,10,10,0.48
35026837,f,22.27727,114.18446,House,Entire home/apt,2,1,1,1,Real Bed,10,10,90,9,9,9,9,9,9,0.84
35042156,f,22.27848,114.18308,Apartment,Private room,4,1,4,4,Real Bed,2,1,80,9,8,9,9,8,9,0.16
35042576,f,22.44863,114.16981,Condominium,Private room,2,1,1,1,Real Bed,4,3,100,10,10,10,10,10,10,0.31
35047749,f,22.29164,114.20066,Apartment,Private room,1,1.5,2,2,Real Bed,8,6,94,9,9,10,10,9,10,0.63
35048072,f,22.31987,114.17536,Apartment,Entire home/apt,8,1,2,4,Real Bed,14,9,93,9,10,10,9,9,9,1.11
35054079,f,22.28404,114.14019,Apartment,Entire home/apt,3,1,0,2,Real Bed,1,0,80,8,10,10,10,10,8,0.08
35069022,f,22.517,114.06825,Condominium,Private room,2,1,1,1,Real Bed,8,5,85,10,9,9,9,10,9,0.62
35069309,f,22.29677,114.17321,Apartment,Private room,10,1,2,6,Real Bed,12,12,92,9,9,10,10,10,9,1.01
35078707,f,22.27697,114.17501,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,1,60,6,10,4,4,4,6,0.13
35083507,f,22.29159,114.20053,House,Private room,4,1,1,2,Real Bed,1,0,100,10,10,10,10,10,10,0.08
35095902,f,22.28599,114.14711,Apartment,Private room,1,1,1,1,Real Bed,1,0,80,10,10,10,10,10,8,0.08
35104789,f,22.28238,114.15386,Apartment,Private room,1,1,1,1,Real Bed,2,2,100,10,9,9,10,10,10,0.17
35106145,f,22.28009,114.18219,Apartment,Entire home/apt,6,1,2,3,Real Bed,10,9,94,10,10,9,10,10,9,0.8
35114284,f,22.27761,114.17716,Apartment,Entire home/apt,2,1,0,0,Real Bed,4,4,100,10,10,10,10,10,10,0.34
35115262,t,22.29235,114.19646,Condominium,Entire home/apt,2,1,0,1,Real Bed,6,6,97,10,10,10,10,9,9,0.56
35127532,f,22.27706,114.1834,House,Entire home/apt,3,1,1,1,Real Bed,4,4,95,10,10,10,10,10,10,0.33
35128188,f,22.27922,114.18345,House,Entire home/apt,6,1,2,3,Real Bed,8,7,90,9,9,9,9,10,8,0.65
35128312,f,22.27799,114.1838,Boutique hotel,Private room,2,1,0,1,Real Bed,46,44,85,9,8,9,10,10,9,3.68
35128855,f,22.27727,114.18446,House,Entire home/apt,4,1,1,2,Real Bed,8,7,95,10,10,9,10,10,10,0.65
35129152,t,22.29694,114.17243,Apartment,Entire home/apt,8,1,2,3,Real Bed,62,62,94,10,9,10,10,9,9,5.38
35133868,f,22.31778,114.16996,Condominium,Private room,1,1,1,1,Real Bed,4,4,100,9,10,9,10,10,10,0.44
35137808,f,22.29748,114.17494,Hotel,Hotel room,2,1,0,1,Real Bed,3,2,100,10,10,10,10,9,10,0.24
35151916,f,22.27625,114.18362,Apartment,Private room,2,1,1,1,Real Bed,25,22,91,9,9,10,10,10,9,1.96
35154614,t,22.24529,113.97794,House,Entire home/apt,5,1,2,2,Real Bed,18,18,99,10,10,10,10,9,9,2.13
35172102,t,22.28683,114.14901,Apartment,Entire home/apt,3,1,0,1,Real Bed,10,9,98,10,10,9,10,10,10,0.8
35175979,f,22.29887,114.1749,Apartment,Private room,4,1,1,2,Real Bed,12,12,93,10,9,10,10,10,10,1.02
35177721,f,22.27658,114.18367,House,Entire home/apt,3,1,1,2,Real Bed,16,14,91,9,9,9,9,9,9,1.26
35181203,f,22.27772,114.18154,House,Entire home/apt,3,1,1,1,Real Bed,13,11,100,10,10,10,10,10,10,1.04
35181824,f,22.27646,114.18371,House,Entire home/apt,3,1,0,2,Real Bed,11,9,93,9,10,9,9,10,9,0.89
35199823,f,22.29695,114.18978,Apartment,Entire home/apt,4,1,2,2,Real Bed,9,9,82,8,8,8,8,9,8,0.74
35202594,f,22.28127,114.15303,Apartment,Entire home/apt,2,1,0,1,Real Bed,1,1,100,10,10,8,10,10,10,0.09
35203802,t,22.30389,114.16808,Apartment,Entire home/apt,9,1,2,5,Real Bed,21,19,94,10,9,9,10,10,9,1.68
35209719,f,22.32154,114.16048,Apartment,Entire home/apt,4,1,0,2,Real Bed,7,7,94,9,10,10,10,9,10,0.58
35213423,f,22.32223,114.1676,Serviced apartment,Private room,2,1,1,1,Real Bed,2,2,100,10,10,10,10,10,10,0.17
35213973,f,22.3227,114.16946,Serviced apartment,Private room,3,1,1,2,Real Bed,2,2,80,9,9,10,9,10,8,0.18
35235775,f,22.30479,114.17217,Apartment,Entire home/apt,6,1,0,3,Real Bed,3,3,93,10,9,10,10,10,10,0.28
35237514,f,22.28294,114.22134,Guest suite,Private room,2,1,1,1,Real Bed,3,3,90,6,8,8,7,9,8,0.25
35240242,f,22.27768,114.18704,Condominium,Private room,1,2,0,1,Real Bed,3,3,93,9,10,10,10,10,10,0.26
35240987,f,22.30758,114.17077,Apartment,Entire home/apt,8,1,3,3,Real Bed,1,1,80,8,8,8,8,8,8,0.09
35244274,f,22.29708,114.17277,Apartment,Private room,2,1,1,1,Real Bed,28,28,83,9,9,9,9,9,9,2.33
35245216,f,22.29758,114.17273,Apartment,Private room,2,1,1,1,Real Bed,13,13,86,9,8,9,8,9,9,1.07
35245870,f,22.29768,114.17146,Apartment,Private room,2,1,1,1,Real Bed,17,17,92,10,10,10,9,9,9,1.48
35248024,f,22.29614,114.17306,Apartment,Private room,4,1,1,2,Real Bed,10,10,96,10,10,9,9,10,10,0.87
35249077,f,22.29594,114.1714,Apartment,Private room,6,1,1,3,Real Bed,5,4,76,8,7,8,8,9,8,0.41
35266458,f,22.31109,114.17534,Loft,Private room,4,1,1,4,Real Bed,1,1,100,8,8,8,8,8,10,0.45
35267125,f,22.27579,114.17276,Apartment,Private room,1,1,1,1,Real Bed,3,0,100,10,10,10,10,10,10,0.24
35271725,f,22.51033,114.0612,Condominium,Entire home/apt,2,1.5,1,1,Real Bed,1,1,100,10,10,10,10,10,10,0.1
35279294,f,22.53435,114.12306,Apartment,Private room,1,1,1,1,Real Bed,6,6,93,10,10,10,10,10,10,0.49
35280943,f,22.27826,114.1793,Apartment,Entire home/apt,7,1,3,3,Real Bed,30,25,95,10,10,10,9,10,10,2.37
35290650,f,22.44087,114.06366,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,1,100,10,10,10,10,10,10,0.09
35294323,t,22.37599,114.17851,Apartment,Private room,2,1,4,4,Real Bed,14,14,99,10,9,10,10,10,10,1.16
35298229,f,22.31696,114.16822,Apartment,Private room,2,1,1,2,Real Bed,2,2,100,10,10,10,10,10,10,0.17
35298961,f,22.32319,114.162,Loft,Entire home/apt,4,1.5,1,2,Real Bed,23,22,87,9,9,9,9,8,9,1.86
35300875,t,22.51538,114.07358,Condominium,Entire home/apt,2,1,1,1,Real Bed,7,6,97,10,10,10,10,10,10,0.56
35303136,f,22.32236,114.16233,Apartment,Entire home/apt,6,1.5,1,3,Real Bed,21,19,79,9,8,9,8,9,8,1.69
35322766,f,22.31878,114.17514,Apartment,Entire home/apt,8,1,2,3,Real Bed,10,9,88,9,9,9,9,9,8,0.81
35324990,f,22.27953,114.15619,Apartment,Entire home/apt,4,1,2,3,Real Bed,3,3,93,10,9,10,10,9,10,0.26
35332762,f,22.30557,114.17163,Apartment,Entire home/apt,4,1,0,2,Real Bed,8,8,93,10,10,10,9,10,10,0.7
35333347,f,22.30557,114.17168,Apartment,Entire home/apt,6,1,0,3,Real Bed,9,9,91,10,9,10,10,10,10,0.84
35334890,f,22.28598,114.14382,Apartment,Entire home/apt,2,1,0,1,Real Bed,2,0,100,10,10,10,10,10,10,0.16
35338628,f,22.30834,114.1702,Apartment,Entire home/apt,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.08
35359142,f,22.30463,114.17207,Guest suite,Private room,2,1,1,1,Real Bed,3,3,100,10,10,10,10,10,10,0.26
35362634,f,22.28348,114.12684,Apartment,Entire home/apt,2,1,1,1,Real Bed,5,4,95,10,10,10,10,10,10,0.41
35368553,f,22.27839,114.18212,Guest suite,Private room,2,1,2,3,Real Bed,1,1,80,10,10,10,10,10,10,0.09
35369003,f,22.51488,114.07039,Guest suite,Entire home/apt,5,1,3,3,Real Bed,1,0,100,10,10,10,10,10,10,0.08
35397370,f,22.28085,114.15616,Condominium,Entire home/apt,4,1,1,2,Real Bed,3,3,50,5,5,6,6,9,6,0.26
35400175,f,22.27526,114.16864,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,10,98,10,10,10,10,9,10,0.9
35413179,f,22.28028,114.18942,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,2,2,100,10,10,10,10,10,10,0.17
35438022,t,22.30456,114.17352,Apartment,Entire home/apt,14,4,4,11,Real Bed,22,22,98,10,9,10,10,10,10,1.99
35443561,f,22.29768,114.17645,Apartment,Private room,4,1,1,2,Real Bed,4,4,90,10,10,9,10,10,10,0.33
35449743,f,22.29897,114.1759,Apartment,Private room,4,1,1,2,Real Bed,2,1,80,10,8,9,10,10,9,0.16
35450264,f,22.29791,114.1765,Apartment,Private room,2,1,1,1,Real Bed,2,2,90,10,10,10,10,10,10,0.19
35450817,f,22.29905,114.17654,Apartment,Private room,2,1,1,2,Real Bed,3,3,87,9,8,10,10,10,9,0.29
35452871,f,22.27761,114.18738,Apartment,Entire home/apt,7,1,3,3,Real Bed,18,17,100,10,10,10,10,10,10,1.47
35453871,f,22.29897,114.17582,Guest suite,Private room,2,1,1,1,Real Bed,9,9,95,10,10,10,10,10,10,0.74
35455077,f,22.29853,114.17623,Condominium,Private room,2,1,1,1,Real Bed,3,3,87,10,9,10,10,10,10,0.26
35457241,f,22.28721,114.14279,Apartment,Private room,2,1,1,1,Real Bed,1,0,100,10,10,10,10,10,10,0.08
35468107,f,22.27631,114.18538,Apartment,Entire home/apt,2,1,0,1,Real Bed,4,4,100,10,10,10,10,10,10,0.35
35496888,f,22.29623,114.17118,Apartment,Entire home/apt,6,1,2,3,Real Bed,34,34,95,10,10,10,10,10,10,2.83
35497732,f,22.27975,114.13103,Apartment,Entire home/apt,1,1,1,1,Real Bed,2,2,100,10,10,10,10,9,10,0.17
35507075,t,22.31314,114.18672,Guest suite,Entire home/apt,2,1,1,2,Real Bed,7,7,100,10,10,10,10,10,10,0.65
35526549,f,22.31715,114.16682,Apartment,Entire home/apt,5,1.5,0,3,Real Bed,4,4,95,9,9,10,10,9,10,0.34
35530420,f,22.30836,114.16978,Apartment,Entire home/apt,8,1,2,4,Real Bed,2,2,90,10,10,10,10,8,9,0.43
35531308,f,22.29665,114.17072,Apartment,Private room,4,1,1,3,Real Bed,1,1,80,8,8,10,10,10,8,0.09
35540244,f,22.30829,114.16951,Apartment,Entire home/apt,6,1,2,3,Real Bed,2,2,100,10,10,10,10,10,9,0.42
35549234,f,22.29702,114.17117,Apartment,Entire home/apt,3,0,1,1,Real Bed,20,20,91,9,10,8,8,9,9,1.72
35553734,f,22.27882,114.17375,Apartment,Entire home/apt,4,1,1,1,Real Bed,3,3,100,9,9,10,9,10,9,0.26
35562213,f,22.31516,114.17039,Apartment,Entire home/apt,8,1,3,5,Real Bed,8,8,88,9,9,9,10,10,9,0.69
35572357,f,22.307,114.17113,Apartment,Entire home/apt,8,1,2,5,Real Bed,13,13,97,10,9,10,10,10,10,1.11
35574019,f,22.31307,114.16999,Apartment,Entire home/apt,6,1,2,3,Real Bed,18,18,87,9,9,9,9,10,9,1.55
35583560,f,22.27813,114.1768,Apartment,Entire home/apt,2,1,1,1,Real Bed,5,5,100,10,10,9,10,10,10,0.44
35584213,f,22.29882,114.17632,Apartment,Private room,2,1,1,1,Real Bed,5,5,96,10,10,10,10,10,10,0.43
35601304,f,22.53401,114.11764,House,Entire home/apt,4,1,2,3,Real Bed,18,18,98,10,10,10,10,10,10,1.48
35601327,f,22.29879,114.17468,Condominium,Private room,2,1,1,1,Real Bed,6,6,97,10,10,10,10,10,10,0.5
35601708,f,22.27605,114.16956,Apartment,Entire home/apt,2,1,1,1,Real Bed,4,4,80,9,7,8,9,10,9,0.34
35608226,f,22.31434,114.16841,Apartment,Entire home/apt,6,1,2,3,Real Bed,4,4,95,9,10,10,10,10,10,0.39
35617927,t,22.32005,114.1717,Apartment,Entire home/apt,4,1,0,2,Real Bed,24,23,97,10,9,10,10,9,10,1.95
35619622,f,22.29936,114.17447,Apartment,Private room,1,1,1,1,Real Bed,5,5,96,10,9,10,10,10,10,0.42
35619763,f,22.29723,114.17534,Apartment,Private room,3,1,1,2,Real Bed,8,8,98,9,10,10,10,10,10,0.66
35625461,f,22.31578,114.17016,Apartment,Private room,1,1,1,1,Real Bed,2,2,80,9,9,9,10,10,8,0.24
35644269,f,22.30577,114.17139,Condominium,Private room,4,1,0,2,Real Bed,7,6,86,9,8,9,9,9,9,0.57
35654292,f,22.29611,114.17292,Guesthouse,Private room,2,1,1,1,Real Bed,22,22,74,8,8,8,8,8,8,1.85
35655427,f,22.32874,114.16062,House,Entire home/apt,2,1,0,1,Real Bed,1,1,80,10,10,10,10,10,10,0.11
35655646,f,22.20109,114.1347,House,Entire home/apt,3,1,1,2,Real Bed,3,3,100,10,9,9,9,10,10,0.26
35657239,f,22.29738,114.1731,Bed and breakfast,Hotel room,2,1,1,2,Real Bed,1,1,60,10,6,6,6,10,6,0.08
35661698,f,22.29727,114.17136,Guesthouse,Private room,2,1,1,1,Real Bed,2,2,80,9,8,8,8,9,9,0.18
35662861,f,22.29606,114.17329,Guesthouse,Private room,2,1,1,1,Real Bed,3,3,60,7,7,8,6,8,7,0.37
35663288,f,22.29546,114.17289,Guesthouse,Private room,2,1,1,1,Real Bed,7,7,77,8,8,8,9,9,8,0.6
35663767,f,22.29577,114.17328,Guesthouse,Private room,4,1,1,2,Real Bed,1,1,100,10,10,10,10,10,10,0.09
35664776,f,22.29689,114.17216,Guesthouse,Private room,4,1,1,2,Real Bed,7,7,91,9,9,9,8,10,9,0.63
35665354,f,22.21374,114.0294,Apartment,Entire home/apt,2,1,0,1,Real Bed,1,1,100,10,8,10,10,10,10,0.14
35665898,f,22.29574,114.17166,Guesthouse,Private room,2,1,1,1,Real Bed,4,4,90,9,9,8,10,10,9,0.34
35668780,f,22.21163,114.02995,Apartment,Entire home/apt,2,1,0,1,Real Bed,4,4,90,10,9,10,9,10,10,0.44
35676397,f,22.30651,114.16955,Apartment,Entire home/apt,6,1,0,3,Real Bed,5,5,96,10,9,10,10,10,10,0.44
35677338,f,22.30605,114.17048,Condominium,Private room,3,1,0,2,Real Bed,3,3,100,10,10,10,10,9,9,0.25
35677955,f,22.30702,114.17054,Condominium,Private room,2,1,0,1,Real Bed,1,1,100,10,10,10,10,10,10,0.1
